Price,Living Area,Bathrooms,Bedrooms,Lot Size,Age,Fireplace
184109,1920,2.5,3,0.16,0,1
130490,1595,2.0,3,0.22,6,1
129723,1593,1.0,3,1.8,63,1
147625,1668,2.0,2,0.19,16,0
199990,2011,2.5,4,0.67,12,0
154723,1944,2.5,3,2.13,0,0
137044,1352,1.5,2,0.18,11,0
141029,1874,2.5,3,0.54,31,1
122221,1440,1.0,3,2.12,32,1
282655,2931,3.5,4,0.46,12,1
236737,3239,3.5,4,2.5,1,1
153590,1820,1.5,4,0.34,45,1
66027,1653,2.0,3,0.48,79,0
89893,1480,2.5,2,0.29,14,1
82019,1518,1.0,3,0.04,130,0
157430,1092,1.0,3,0.28,41,1
123910,1620,2.5,3,0.86,1,1
71647,2087,2.5,3,0.56,0,1
75399,988,1.0,2,0.15,20,0
59003,3285,2.0,5,0.42,233,0
117287,1040,1.0,3,1.08,39,0
184654,2212,2.5,4,0.32,18,1
187003,1868,2.5,3,0.36,13,1
137508,1530,2.0,3,0.48,20,1
202800,2250,2.5,4,0.31,2,0
236936,2500,2.5,4,0.46,11,1
278936,3121,3.0,4,0.62,0,1
67951,1040,1.0,2,0.17,19,0
147412,1821,2.5,3,1.0,0,0
149933,1664,2.0,3,0.38,25,1
295426,3370,3.0,4,0.11,11,1
108785,1480,1.5,3,0.07,22,0
217226,2593,2.5,4,0.28,0,1
206512,1456,2.0,3,0.98,10,0
256417,2752,3.0,5,0.94,9,1
271339,3056,2.5,5,0.57,6,1
119751,1480,1.5,3,0.11,17,0
115649,1422,1.5,3,0.23,20,0
173723,1548,2.0,3,0.36,0,1
175514,2310,2.5,5,0.45,36,1
119840,1411,1.0,3,0.38,48,1
104084,1480,1.5,3,0.14,19,0
73892,864,1.5,3,0.07,114,0
202836,2068,2.5,4,0.46,17,1
210672,1764,2.5,3,1.0,8,1
95260,1480,1.5,3,0.07,15,1
74422,2708,2.0,4,1.2,21,0
204643,1743,2.5,3,0.15,0,1
160995,1344,1.5,2,4.0,15,1
112153,1270,1.5,3,0.09,18,1
81580,1336,1.5,2,0.35,20,1
112509,1138,1.0,3,0.14,98,0
255303,2242,2.5,3,0.07,0,0
187087,2027,2.5,3,0.46,15,1
146471,892,1.0,2,0.29,113,0
152822,1043,1.0,3,0.15,104,0
69876,976,2.0,2,0.34,21,0
200791,1680,2.5,3,0.46,4,1
323819,2592,3.0,3,0.16,1,0
111534,1032,1.0,3,0.75,4,0
92519,1368,1.0,3,0.38,34,0
64174,672,1.0,2,0.36,46,0
130239,1052,1.5,2,0.23,15,1
109040,1198,1.0,2,0.37,13,0
146609,1989,1.5,4,0.39,104,1
179572,1736,1.5,3,0.55,17,1
173639,1910,2.5,4,0.37,18,1
118949,1164,2.0,3,0.52,5,0
158565,1512,1.5,3,0.3,14,0
144695,1642,2.0,3,0.4,11,1
278906,2960,2.5,4,0.37,1,1
75975,1300,2.0,3,0.49,227,1
140238,1322,1.0,3,1.0,130,0
103508,1560,1.5,3,0.88,16,1
179492,2030,2.5,3,1.0,3,1
86651,1140,1.5,2,0.08,18,0
200126,1690,2.5,3,0.46,5,1
261647,1850,2.5,4,0.19,16,1
196512,1428,2.0,3,0.39,20,1
160007,2078,1.5,4,0.22,33,0
172795,1910,2.5,4,0.41,21,0
228619,2527,2.5,4,0.46,1,1
154528,1785,2.5,3,0.16,1,0
108958,1514,1.5,3,0.17,19,0
124492,1164,2.0,3,0.34,8,0
202751,2202,2.5,4,1.01,6,1
151950,1792,2.0,3,0.64,17,1
101230,1032,1.0,2,0.12,23,1
99311,1281,2.5,2,0.01,18,1
113444,1656,1.0,3,0.1,94,0
226705,2510,2.5,4,0.44,1,1
107912,1308,1.0,3,0.46,26,0
155787,1540,1.5,3,0.43,16,0
217314,2498,2.5,4,0.3,14,1
89432,1132,1.0,2,0.16,25,1
304045,2960,2.5,4,0.61,8,1
160571,1294,1.5,3,0.32,17,1
183066,1836,2.5,3,0.44,9,0
206415,2676,2.5,4,0.89,34,1
205950,2024,2.5,4,0.52,10,1
77921,1704,1.0,2,2.5,177,0
198969,1938,2.5,3,0.63,26,1
222198,2495,2.5,4,0.41,26,1
124939,1678,2.5,3,0.27,1,1
236829,2472,3.5,4,0.31,0,1
85585,912,1.5,2,0.16,20,0
104084,1170,2.0,2,2.5,10,0
107743,1228,1.5,3,0.21,21,0
143252,1568,1.5,3,0.16,18,0
181140,2648,2.5,4,0.43,0,1
120476,1120,2.0,3,0.73,7,0
253973,2464,2.5,4,1.0,2,1
209555,2539,2.5,4,0.38,1,0
119001,1506,1.5,3,0.46,24,1
102806,1248,1.0,3,0.96,46,1
116589,1322,1.0,3,0.67,63,0
104267,1056,1.0,3,0.44,47,0
146161,984,1.0,3,0.3,41,1
263408,1738,2.0,3,0.22,5,0
176618,2162,2.5,4,0.38,19,1
186605,2328,2.5,3,0.24,1,1
99491,1064,1.0,3,0.31,45,0
185487,2271,2.5,3,0.35,1,1
65550,1196,1.5,4,0.15,56,0
232934,2116,2.5,3,0.55,20,1
101418,1852,2.0,4,0.92,37,1
81762,912,1.5,2,0.15,19,0
216530,2388,2.5,4,0.83,20,1
168739,1620,2.0,3,0.3,0,0
161118,1887,2.5,4,0.56,27,1
160007,1665,2.0,4,0.29,27,1
191988,2096,3.0,3,0.28,18,1
107411,840,1.0,2,0.21,2,0
282289,3017,3.5,4,0.49,0,1
230414,2623,2.5,4,0.53,0,1
219262,2327,2.5,4,0.29,10,1
150849,1423,1.5,3,0.34,9,1
105363,864,1.0,3,1.0,128,0
